"No.","Time","Source","Destination","Protocol","Length","SAC, System Area Code","SIC, System Identification Code","Service Identification","LAT, Latitude, [\302\260]","LON, Longitude, [\302\260]","Target Address","Time of Message Reception for Position, [s]","Geometric Height, [ft]","NUCRNACV, Navigation Uncertainty Category for Velocity NUCr or the Navigation Accuracy Category for Velocity NACv","NUCPNIC, Navigation Uncertainty Category for Position NUCp or Navigation Integrity Category NIC","NICBARO, Navigation Integrity Category for Barometric Altitude","SIL, Surveillance (version 1) or Source (version 2) Integrity Level","NACP, Navigation Accuracy Category for Position","SILS, SIL-Supplement","SDA, Horizontal Position System Design Assurance Level (as Defined in Version 2)","GVA, Geometric Altitude Accuracy","PIC, Position Integrity Category","SRC, Source of the PIC","VN, Version Number","LTT, Link Technology Type","MODE3A, Mode-3/A Reply in Octal Representation","Flight Level, [FL]","BVR, Barometric Vertical Rate, [ft/min]","Target Identification","GS, Ground Speed Referenced to WGS-84, [NM/s]","TA, Track Angle Clockwise Reference to True North, [\302\260]","Emitter Category","ALT, Altitude, [ft]","Message Amplitude, [dBm]","Info"
"1131","2025-10-15 05:30:15.707057Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.3649115562438965","102.0645546913147","0x7500e4","19259.9921875","25375","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","239.25","","AXM6991 ","0.11865234375","185.6414794921875","No ADS-B Emitter Category Information","","-85",""
"1132","2025-10-15 05:30:15.812024Z","10.41.201.3","224.41.192.32","ASTERIX","95","0x84","0x33","0x0a","6.936342716217041","100.39525508880615","0xadf025","19260.09375","","0","0","0","0","10","","","","","","DO-260A [Ref. 8]","1090 ES","","","","SITEMON ","","","Surface service vehicle","","-33",""
"1133","2025-10-15 05:30:16.185210Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.095405578613281","101.27845287322998","0x899115","19260.4765625","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.134521484375","243.380126953125","75000 lbs < medium a/c < 300000 lbs","36000","-82",""
"1134","2025-10-15 05:30:16.248256Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.428833961486816","102.74959087371826","0x780457","19260.53125","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","-62.5","CES5082 ","0.12469482421875","329.0350341796875","75000 lbs < medium a/c < 300000 lbs","34025","-75",""
"1135","2025-10-15 05:30:16.569180Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.231905937194824","100.73606729507446","0x7020b2","19260.859375","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","62.5","UBG315  ","0.12884521484375","152.9351806640625","75000 lbs < medium a/c < 300000 lbs","37000","-79",""
"1136","2025-10-15 05:30:16.646091Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.932579517364502","100.34963607788086","0x704009","19260.9296875","38225","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360.25","0","MMA502  ","0.12255859375","1.29638671875","75000 lbs < medium a/c < 300000 lbs","36000","-79",""
"1137","2025-10-15 05:30:16.672591Z","10.41.201.3","224.41.192.32","ASTERIX","99","0x84","0x33","0x0a","6.935698986053467","100.39360284805298","0x880c4c","19260.9609375","","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","","","AIQ308  ","","","No ADS-B Emitter Category Information","","-39",""
"1138","2025-10-15 05:30:16.693103Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.821994781494141","102.24379062652588","0x8832ba","19260.984375","40400","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.12420654296875","354.4793701171875","No ADS-B Emitter Category Information","","-87",""
"1139","2025-10-15 05:30:16.703461Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.307439804077148","99.76916313171387","0x76b44b","19260.9921875","32500","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3190","305.25","1150","SIA727  ","0.1346435546875","148.6724853515625","75000 lbs < medium a/c < 300000 lbs","37000","-75",""
"1140","2025-10-15 05:30:16.754644Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.747786045074463","98.70057106018066","0x8015c1","19261.046875","36200","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2128","340.25","-62.5","AIC2146 ","0.12872314453125","312.813720703125","75000 lbs < medium a/c < 300000 lbs","34025","-80",""
"1141","2025-10-15 05:30:16.816852Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.724710941314697","100.86584329605103","0x76b448","19261.1015625","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.1280517578125","153.8800048828125","75000 lbs < medium a/c < 300000 lbs","37000","-81",""
"1142","2025-10-15 05:30:16.852725Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.8139214515686035","100.03624677658081","0x8a0817","19261.140625","12050","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","115.25","-1025","LNI138  ","0.09112548828125","39.561767578125","75000 lbs < medium a/c < 300000 lbs","5000","-85",""
"1143","2025-10-15 05:30:16.903585Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.172865390777588","102.68092632293701","0x75021d","19261.1953125","38325","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.1304931640625","207.92724609375","No ADS-B Emitter Category Information","","-80",""
"1144","2025-10-15 05:30:17.074293Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","8.608582019805908","100.64854145050049","0x8880e8","19261.359375","33000","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.121826171875","28.905029296875","75000 lbs < medium a/c < 300000 lbs","31000","-82",""
"1145","2025-10-15 05:30:17.175218Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","5.068817138671875","102.87550449371338","0x76d106","19261.4609375","36175","4","8","1","3","9","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","88","340","0","TGW632  ","0.12548828125","332.8692626953125","75000 lbs < medium a/c < 300000 lbs","34025","-83",""
"1146","2025-10-15 05:30:17.224846Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.744315147399902","99.27988529205322","0x880c4b","19261.5078125","40350","1","8","1","3","8","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2186","379.75","-768.75","AIQ3225 ","0.13238525390625","193.2220458984375","75000 lbs < medium a/c < 300000 lbs","26025","-86",""
"1147","2025-10-15 05:30:17.577663Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.121329307556152","100.59446811676025","0x885972","19261.859375","5900","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","57.25","-1537.5","TVJ324  ","0.07672119140625","182.2796630859375","75000 lbs < medium a/c < 300000 lbs","3000","-59",""
"1148","2025-10-15 05:30:17.619861Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.711227416992188","100.60734272003174","0x7502b0","19261.90625","37225","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","MAS785  ","0.13372802734375","182.3785400390625","No ADS-B Emitter Category Information","","-84",""
"1149","2025-10-15 05:30:17.789884Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.075168609619141","102.88990259170532","0x88510e","19262.078125","40375","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1213","380","0","THA404  ","0.13531494140625","332.2265625","300000 lbs <= heavy aircraft","38025","-81",""
"1150","2025-10-15 05:30:17.841056Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.848816871643066","102.11167573928833","0x50038e","19262.125","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.1319580078125","343.740234375","75000 lbs < medium a/c < 300000 lbs","43000","-75",""
"1151","2025-10-15 05:30:17.907897Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","7.433838844299316","101.7858624458313","0x885306","19262.1875","39425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","370","","THA413  ","0.12872314453125","166.146240234375","No ADS-B Emitter Category Information","","-82",""
"1152","2025-10-15 05:30:17.913018Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.694648742675781","99.16785478591919","0x8832d0","19262.1953125","18025","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","171","","TLM807  ","0.10833740234375","10.04150390625","No ADS-B Emitter Category Information","","-78",""
"1153","2025-10-15 05:30:18.089644Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.927078247070312","101.39767169952393","0x88044d","19262.375","31125","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","291.75","","AIQ4252 ","0.1212158203125","171.8316650390625","No ADS-B Emitter Category Information","","-85",""
"1154","2025-10-15 05:30:18.089811Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.93689775466919","100.59854507446289","0x8832b0","19262.3828125","35075","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","330","","TLM708  ","0.13250732421875","181.318359375","No ADS-B Emitter Category Information","","-86",""
"1155","2025-10-15 05:30:18.363583Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.405463695526123","99.2190957069397","0x880452","19262.6484375","23850","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","225","","AIQ9161 ","0.11126708984375","69.8455810546875","No ADS-B Emitter Category Information","","-73",""
"1156","2025-10-15 05:30:18.426600Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.1333537101745605","102.11607456207275","0x702034","19262.71875","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.1312255859375","161.87255859375","75000 lbs < medium a/c < 300000 lbs","37000","-75",""
"1157","2025-10-15 05:30:18.436855Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.687777042388916","100.48009872436523","0x880458","19262.7265625","25450","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","238.25","","AIQ323  ","0.1177978515625","188.953857421875","No ADS-B Emitter Category Information","","-69",""
"1158","2025-10-15 05:30:18.508533Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.378783702850342","99.42395210266113","0x789292","19262.796875","31075","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","292","962.5","CPA770  ","0.1304931640625","17.083740234375","75000 lbs < medium a/c < 300000 lbs","35000","-86",""
"1159","2025-10-15 05:30:18.572234Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.851590156555176","100.3704285621643","0x75053f","19262.859375","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.12420654296875","1.4117431640625","75000 lbs < medium a/c < 300000 lbs","38025","-83",""
"1160","2025-10-15 05:30:18.774992Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","10.680406093597412","101.5930438041687","0x880852","19263.0625","36150","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","1170","340","","AIQ513  ","0.12420654296875","351.2548828125","75000 lbs < medium a/c < 300000 lbs","34000","-88",""
"1161","2025-10-15 05:30:18.897855Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.129520893096924","100.12158393859863","0x750518","19263.1796875","9500","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2877","91.25","2687.5","AXM6125 ","0.06951904296875","224.351806640625","75000 lbs < medium a/c < 300000 lbs","15000","-80",""
"1162","2025-10-15 05:30:18.945187Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.289857864379883","100.34154653549194","0x7502d9","19263.2265625","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-73",""
"1163","2025-10-15 05:30:19.042626Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.916915416717529","101.59795761108398","0x76b863","19263.328125","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","62.5","TGW625  ","0.13397216796875","164.608154296875","75000 lbs < medium a/c < 300000 lbs","33000","-73",""
"1164","2025-10-15 05:30:19.088657Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.09967041015625","101.0912561416626","0x76d101","19263.375","31825","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","299.5","1218.75","TGW643  ","0.12347412109375","153.5504150390625","75000 lbs < medium a/c < 300000 lbs","31000","-79",""
"1165","2025-10-15 05:30:19.119412Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.434839248657227","101.2683892250061","0x781dd7","19263.40625","37250","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","62.5","CCA403  ","0.12896728515625","195.2325439453125","75000 lbs < medium a/c < 300000 lbs","35000","-74",""
"1166","2025-10-15 05:30:19.212523Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.16933536529541","101.43438577651978","0x8830e9","19263.5","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.12982177734375","175.58349609375","No ADS-B Emitter Category Information","","-77",""
"1167","2025-10-15 05:30:19.365050Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.376804351806641","102.20703363418579","0x8a091f","19263.65625","36225","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340.25","0","BTK7631 ","0.126220703125","354.188232421875","75000 lbs < medium a/c < 300000 lbs","34025","-80",""
"1168","2025-10-15 05:30:19.406029Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.350947856903076","101.01175546646118","0x8855ed","19263.6953125","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","0","HSUOM   ","0.0400390625","66.280517578125","Rotocraft","5025","-79",""
"1169","2025-10-15 05:30:20.106799Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.09143590927124","101.27042770385742","0x899115","19264.390625","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.134521484375","243.380126953125","75000 lbs < medium a/c < 300000 lbs","36000","-80",""
"1170","2025-10-15 05:30:20.265638Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.436086654663086","102.7452564239502","0x780457","19264.5546875","36175","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","0","CES5082 ","0.12493896484375","329.1009521484375","75000 lbs < medium a/c < 300000 lbs","34025","-76",""
"1171","2025-10-15 05:30:20.471907Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.224417209625244","100.73988676071167","0x7020b2","19264.7578125","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","0","UBG315  ","0.12884521484375","152.9351806640625","75000 lbs < medium a/c < 300000 lbs","37000","-79",""
"1172","2025-10-15 05:30:20.493405Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.940454483032227","100.3497862815857","0x704009","19264.78125","38225","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360.25","0","MMA502  ","0.12225341796875","1.3018798828125","75000 lbs < medium a/c < 300000 lbs","36000","-78",""
"1173","2025-10-15 05:30:20.575451Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.717608451843262","100.86934089660645","0x76b448","19264.8671875","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.1280517578125","153.8800048828125","75000 lbs < medium a/c < 300000 lbs","37000","-77",""
